module	Origin	8MPa	15MPa	30MPa	8MPaII	15MPaII	30MPaII
M00704	0.0	0.609177787	4.3887771760000005	4.3305662589999985	7.734635839	2.812786023	6.983630709
M00705	66.085663994	79.786994093	80.96277405500003	78.60061978400003	79.49890976999998	42.16416764800001	70.6049302
M00714	9.968555818000002	17.918246454000002	13.368432724999998	24.576631886999998	20.794721124000002	31.361963696999997	30.25306631
M00718	772.628214294	884.7720402080001	734.4304172559998	831.048472976	826.448581951	1127.9266017290001	994.8750116649998
M00725	1.2533206999999997	3.4510960049999997	26.569313798	29.889162354	41.696949707	29.825167229999998	55.359877665
M00726	108.338184001	45.07088064999999	31.807296171999997	35.469409117999994	35.868506026000006	49.808667738000004	40.961988911999995
M00736	0.108178359	0.28126391300000003	0.562948165	3.578728153	4.051191633999999	29.055705038000003	42.719109347
M00740	1029.6642008320002	1083.1273954780004	1053.451099566	1039.6733058000002	1037.3218397370001	1059.7604080079993	1085.2224744280002
M00741	679.3200950360001	600.027288555	553.887418606	524.463816687	501.150718157	429.2777969409999	459.402467816
M00744	47.295362325	109.94515194099998	86.64832119399999	119.132887339	109.43175416000003	229.885402386	171.65976233499998
M00745	340.952901177	403.44430443000005	330.14649519100004	415.12799922399995	380.2350676860001	888.44619972	811.7874630339999
M00746	2.097520643	19.99007824	11.101213055	23.492385443000003	23.346420868000003	50.107215116999996	45.647929267
M00761	159.813717276	102.23482954800001	79.02453298799999	82.05875786600001	79.05406634699999	103.413442633	148.166329644
M00763	1.5324499440000001	0.676328327	1.817983555	0.378142774	0.394735388	0.078192863	0.064828838
M00769	202.430047258	196.20587799900008	154.570655861	173.1755568340001	161.79416386300002	245.3478488110001	226.55986391
M00778	152.90820212	106.203882156	101.05841452300002	119.05676960999999	104.966040051	217.34052143700004	218.2711279769999
M00779	0.723185649	2.8680789850000004	0.8067288140000001	1.217160999	1.494512347	4.162621831	2.317862669
M00781	256.401351193	278.10287996700004	248.942328936	183.21517857199996	185.25100545200002	106.05418671	69.81179967599999
M00783	65.93206390600001	75.94711086	79.44121297900001	71.33338054000002	70.914667255	32.067807434	37.69192137
M00787	2.826109721	8.224239905	9.195772721	12.564456606999999	16.310998808	58.030373456	47.031339984999995
M00789	1.086678152	3.7331035339999996	3.606945299	4.970822199	4.966591558999999	30.760260926999997	77.92745115900001
M00790	1.121886843	4.252991799	3.968163493	5.422817106	5.351478305999999	30.993353905	78.81477530200002
M00793	980.4841260860001	1028.941976564	1041.9011146709997	951.6233361940001	942.2759728619998	969.4645243649999	1005.2943270540002
M00796	0.0	0.0	0.0	0.0	0.0	0.0	0.401321379
M00797	152.476105615	111.21345573800002	94.93653908899998	109.90886529599999	106.51466519600004	148.14517614699997	114.67686871200002
M00798	0.680682484	1.1252111870000001	2.78266392	3.69659928	3.327184452	2.595422622	4.051434844
M00799	0.830054032	1.292600726	2.365743803	3.7191993009999997	3.6513664500000003	2.58036987	3.8864918
M00800	0.666432483	1.0853027020000001	2.131155578	3.232787952	2.820900221	0.760608695	1.525286938
M00801	0.675447346	1.093718363	3.045946347	4.800886578	4.413676419	0.844522987	2.534872578
M00802	0.675447346	1.093718363	3.045946347	4.800886578	4.413676419	0.844522987	2.534872578
M00803	0.666432483	1.0853027020000001	2.131155578	3.232787952	2.820900221	0.760608695	1.525286938
M00804	434.7272994099999	293.943819968	220.138201081	228.34253213300002	211.234719895	241.241162488	175.35500064
M00808	0.0	0.67378301	0.017308493	0.132511821	0.223566669	3.191746471	1.506717486
M00811	0.316108493	0.7346802809999999	0.56086917	0.8314861659999999	0.9005263659999999	0.559653263	0.180677439
M00814	0.0	0.031486732	3.736067727	3.287414209	6.272362673	1.274870709	6.3990746760000015
M00815	0.34334138799999997	0.8909312009999999	0.798110592	0.6559401370000001	0.5891300429999999	0.430008623	0.181369163
M00823	0.0	0.0	0.0	0.0	0.0	0.0	0.82363886
M00824	32.490589635	99.02019443200001	89.963481282	84.59022411699999	94.407179018	115.64452085099998	97.20606211299999
M00825	26.820654997000002	83.12741059000001	70.399092068	49.87646391900001	45.482849127	29.584932277	16.484989209000002
M00827	0.0	0.000639411	0.0007637869999999999	0.001461866	0.002630805	0.002898044	1.580024603
M00828	0.0	0.000639411	0.0007637869999999999	0.001461866	0.002630805	0.002898044	1.580024603
M00830	10.536206981999998	23.558950863000003	19.06363392	25.622953185	23.999261376	45.128978428	32.357116453
M00832	0.0	0.000639411	0.0007637869999999999	0.001461866	0.002630805	0.002898044	1.580024603
M00835	204.76388300099998	169.3011108100001	183.43713216100014	206.78077115600001	208.91713785399998	247.88466384	272.2190385160001
M00836	63.92870225899999	83.834764675	102.979793369	94.013793915	97.199543155	72.946378952	82.93761555700002
M00837	110.943716499	31.152894415000002	18.049572003	13.072539804	9.682132015999999	2.4792114730000003	1.7620339090000001
M00838	110.943716499	31.152894415000002	18.049572003	13.072539804	9.682132015999999	2.4792114730000003	1.7620339090000001
M00840	404.226928742	495.1945114490001	422.0204230640001	460.301852648	467.37142544999995	584.586250636	552.5111858090002
M00841	306.2950644829999	343.7711300840001	325.04569697	362.7055393000001	357.837816611	385.5857833130001	386.05572295499996
M00842	279.5572645	303.5816346750001	310.805700819	353.75852671300004	342.92730475400003	413.78918568300014	375.156353627
M00843	279.76031171999995	303.6290224320001	310.862306275	353.77206936400006	342.96386222200005	414.06839796600013	375.76683648299996
M00844	883.6239047840002	982.4401987830004	950.5604527139999	966.4798619440002	945.584154903	862.6581126500001	876.923364132
M00845	1207.3214834110004	1224.135341644	1123.2905216569998	1188.5472105640004	1142.81382788	1190.3389237030003	1199.600625696
M00846	1611.838991998	1455.844659156	1310.161065371	1373.487934072	1325.1618469369998	1526.413616951	1374.569847526
M00847	718.3505022580001	615.228236446	534.0389317070002	487.73767601199995	471.6285293000001	476.7080221830001	350.53612835399997
M00848	606.8883950730001	620.0990038499998	636.3443480020003	619.884280069	645.2605140440003	559.8757477369996	580.8635863200006
M00849	1587.076127413	1321.018267068001	1159.9833555759992	1033.2661920749995	990.0239670709991	988.6519021119997	911.9333160650002
M00850	15.215496176999999	20.358970126	16.391104043	14.953190665	13.713929384	12.53346627	11.613455491
M00851	0.0	0.236157743	0.036366924	0.23437254500000002	0.179339699	2.8885363500000003	1.140463202
M00852	0.066047039	0.247248594	0.184681732	0.581896889	0.20995859100000003	0.16714895300000002	0.046148672
M00854	756.357672805	981.7632812129997	976.1420598409999	962.34264044	994.858484224	831.948836533	863.6037305320001
M00855	948.6581464480003	1101.835022715	1009.994794522	1049.5608834749996	1044.512413385	989.9070109759999	898.7920754220004
M00860	91.961402628	149.52706246700004	139.82122320100007	130.290565639	126.295854329	112.19871567099999	109.13749877299996
M00861	99.92748719	26.891373502999997	15.710258292999999	11.561738735999999	8.679073466	3.9447801160000004	2.614728487
M00862	99.45306939	25.62769589	14.89628612	9.938827965	7.357669876	2.133831632	1.656097098
M00866	1942.591117082	1536.168179214	1316.0922181739998	1374.1282552750004	1348.6253813709998	1689.5700752120001	1492.630132762
M00867	255.36699469700002	208.58350211200002	158.99063731500001	166.52245889199997	163.02712784699997	289.135108888	271.888731294
M00868	1166.5614161600001	1173.8503223860002	1055.8400155760003	1108.6719708919998	1069.4183056330003	1306.6677102890003	1193.4666933300002
M00872	1.265836655	2.412884229	6.429001821000002	3.225656209	2.8523031430000003	7.106222796000002	11.026504308
M00873	631.2891879829998	771.8688722309998	701.800030065	742.724038834	742.4842246630002	710.8724265550004	631.2456539819999
M00874	2391.661216726999	2090.691597544001	1805.2280397970007	1841.988619287999	1799.964746486001	2074.5355412739996	1900.3270955430005
M00875	7.2376188290000005	3.37149548	17.752845232000002	16.870602851	14.910230308000001	7.531721457	26.162514741000006
M00876	8.763737977999996	11.784297874999995	58.777465037000006	49.74344147300003	60.781004382	13.173306507000001	49.982848455
M00877	3.605664162	15.623032958	7.724436956999999	13.538530287999999	12.459153818999999	19.397782397	14.64666292
M00878	3515.5152515839995	2199.7665573220006	1816.8919899860002	1807.598092069	1657.8749142169995	2017.1967973129995	1991.452611541
M00879	175.91862824700002	186.21960904199997	124.964802728	169.00501511700003	160.10006908699998	324.440440731	249.11914635000002
M00880	1522.4509374900001	1419.7116779870003	1330.1287929870007	1316.553927872	1258.1030674509998	1235.4798958010006	1155.924138442
M00881	425.49366825899995	446.59176300199977	359.7325417320001	379.17881993400016	363.3113953909999	425.96108509299995	359.9700380259999
M00882	245.09404591400002	288.0428306709999	239.15410725200002	243.0275180160001	232.3425895709999	243.92314927299992	204.94175935
M00883	264.409422165	319.0204767529999	264.68680643700003	272.3217805490001	258.9199576409999	298.9129639169999	250.600169233
M00884	245.09404591400002	288.0428306709999	239.15410725200002	243.0275180160001	232.3425895709999	243.92314927299992	204.94175935
M00892	861.6923925599997	995.0859145000001	951.3220077610004	962.6810585610002	967.9886892840001	914.7091652429999	939.0140655180002
M00895	298.65485656399994	270.367570679	343.24861680899994	330.4909527430001	333.5303831709999	300.4594168440001	324.520175312
M00896	144.913866295	58.066425599000006	50.70409207899998	39.49080227500001	35.759814131999995	21.71066023	21.686094948
M00897	0.084482147	0.098583459	0.07065573900000001	0.7212429090000001	0.6287014120000001	1.537048278	0.967801942
M00898	0.084482147	0.098583459	0.07065573900000001	0.7212429090000001	0.6287014120000001	1.537048278	0.967801942
M00899	165.3719848180001	153.28707764700002	111.501374073	99.69469521100001	95.380659199	86.06641783200003	79.84423746300001
M00903	2.7622246550000003	4.896429645	4.153290588999998	6.126503639000001	5.6234235460000015	6.651878707000001	4.645977652
M00909	1485.5682344099998	1618.1957895600003	1520.379245433	1526.6127219870002	1526.1423903439998	1419.4346472409995	1425.8159589860002
M00911	31.315931908	64.22784598	68.88048655600002	86.46735378	84.64221674000002	141.32289521899997	142.84853428800005
M00912	1251.086259436	1140.845511827	1148.1944220519995	1155.664453579	1151.362263374	1134.0892247020001	1182.234833586
M00913	494.59282478299986	498.71377509099983	508.53850577799983	503.80197648199976	510.0128602049997	496.93875884400006	473.43308868800005
M00914	780.122197202	806.4856076359997	855.1186886969996	826.9582760679998	826.6258147879997	812.2560528070002	769.6265374790001
M00915	0.016800427	1.7776638990000002	0.238968653	0.34542481199999997	0.464253691	6.421292687999999	3.44493243
M00916	44.853169311	51.42666623400001	75.79338295500001	65.15797238799999	72.523139916	44.07480477500001	49.95981968700002
M00917	0.074700687	0.648850875	0.45970687500000007	0.716760866	0.6821541200000001	2.726660881	1.5021665740000003
M00918	11.260870474	16.911610991	14.224948085	17.076280726	16.871986911	44.283273779000005	42.580070784
M00919	27.61108708	90.229285876	48.070618943	73.649090998	66.99732207400001	105.706599802	87.780020834
M00921	13.330558464000001	15.943633290999994	29.20385766300001	18.767763422999998	18.981195275999998	13.697026249	14.506588999999998
M00922	133.78903305900002	50.65404945700001	61.809525347999994	66.491899679	62.09346899999997	35.254338021	38.47558118300001
M00923	97.97325401799999	178.97196728899993	271.32611533	216.562860157	217.645329732	118.88787067499996	153.82762005599994
M00924	1572.9839535820001	1891.855381232	1769.422686625	1752.943931362	1694.925332274	1412.6757402549997	1301.757086199
M00925	1035.0357124920001	1252.175366247	1188.0295645479998	1197.7418042980003	1145.259417669	1063.372499725	1055.1429094870002
M00926	1798.2150986010001	1596.658234314	1442.355963406	1472.732697789	1431.613974214	1604.039463906	1472.7800783450002
M00930	828.4751785719999	397.69965029799994	352.152849492	308.554550765	276.16785461300003	128.374093969	132.137534649
M00931	584.137330691	320.51262094099997	295.139096188	255.23647298999998	228.876901443	98.85195628599999	106.74009509199999
M00932	111.08675661400007	75.966438454	60.91805419200001	106.440678324	107.136546711	174.272225881	177.07120402200002
M00933	0.01913835	0.223328224	0.181403084	0.245082542	0.147018599	0.105269356	0.0
M00935	183.356238018	139.716309108	138.445823773	126.34535231199999	123.55995820200002	96.77778691899996	89.558908478
M00936	27.32302576	77.33930588999999	68.265075596	56.901642321000004	62.421188458	44.047663441999994	30.675150565000003
